source           ,1..3,782,950        ,3,782,950,==,source    
dnaA             ,1..1416             ,1416     ,=>,gene      
dnaA             ,1..1416             ,1416     ,=>,CDS       
dnaN             ,1649..2755          ,1107     ,=>,gene      
dnaN             ,1649..2755          ,1107     ,=>,CDS       
recF             ,2755..3879          ,1125     ,=>,gene      
recF             ,2755..3879          ,1125     ,=>,CDS       
gyrB             ,3966..6386          ,2421     ,=>,gene      
gyrB             ,3966..6386          ,2421     ,=>,CDS       
gyrA             ,6410..8893          ,2484     ,=>,gene      
gyrA             ,6410..8893          ,2484     ,=>,CDS       
BD_RS00030       ,8895..9692          ,798      ,=>,gene      
BD_RS00030       ,8895..9692          ,798      ,=>,CDS       
BD_RS00035       ,9692..9928          ,237      ,=>,gene      
BD_RS00035       ,9692..9928          ,237      ,=>,CDS       
BD_RS00040       ,9925..10,281        ,357      ,=>,gene      
BD_RS00040       ,9925..10,281        ,357      ,=>,CDS       
BD_RS03635       ,747,380..747,685    ,306      ,=>,gene      
BD_RS03635       ,747,380..747,685    ,306      ,=>,CDS       
BD_RS03640       ,747,723..749,156    ,1434     ,<=,gene      
BD_RS03640       ,747,723..749,156    ,1434     ,<=,CDS       
BD_RS03645       ,749,160..749,645    ,486      ,<=,gene      
BD_RS03645       ,749,160..749,645    ,486      ,<=,CDS       
BD_RS03650       ,749,857..750,105    ,249      ,=>,gene      
BD_RS03650       ,749,857..750,105    ,249      ,=>,CDS       
BD_RS03655       ,750,205..750,510    ,306      ,=>,gene      
BD_RS03655       ,750,205..750,510    ,306      ,=>,CDS       
polA             ,750,574..753,165    ,2592     ,=>,gene      
polA             ,750,574..753,165    ,2592     ,=>,CDS       
BD_RS03665       ,753,175..753,813    ,639      ,<=,gene      
BD_RS03665       ,753,175..753,813    ,639      ,<=,CDS       
BD_RS03670       ,753,920..754,903    ,984      ,=>,gene      
BD_RS03670       ,753,920..754,903    ,984      ,=>,CDS       
BD_RS03675       ,754,893..756,098    ,1206     ,<=,gene      
BD_RS03675       ,754,893..756,098    ,1206     ,<=,CDS       
ysxC             ,756,280..756,882    ,603      ,=>,gene      
ysxC             ,756,280..756,882    ,603      ,=>,CDS       
kdsB             ,756,879..757,622    ,744      ,=>,gene      
kdsB             ,756,879..757,622    ,744      ,=>,CDS       
BD_RS03690       ,757,682..759,286    ,1605     ,=>,gene      
BD_RS03690       ,757,682..759,286    ,1605     ,=>,CDS       
BD_RS03695       ,759,304..760,284    ,981      ,=>,gene      
BD_RS03695       ,759,304..760,284    ,981      ,=>,CDS       
BD_RS03700       ,760,399..760,731    ,333      ,=>,gene      
BD_RS03700       ,760,399..760,731    ,333      ,=>,CDS       
BD_RS03705       ,760,747..761,232    ,486      ,=>,gene      
BD_RS03705       ,760,747..761,232    ,486      ,=>,CDS       
BD_RS03710       ,761,229..761,708    ,480      ,<=,gene      
BD_RS03710       ,761,229..761,708    ,480      ,<=,CDS       
BD_RS03715       ,761,752..761,827    ,76       ,=>,gene      
BD_RS03715       ,761,752..761,827    ,76       ,=>,tRNA      
BD_RS03720       ,762,181..763,227    ,1047     ,<=,gene      
BD_RS03720       ,762,181..763,227    ,1047     ,<=,CDS       
BD_RS03725       ,763,392..765,503    ,2112     ,<=,gene      
BD_RS03725       ,763,392..765,503    ,2112     ,<=,CDS       
BD_RS03730       ,765,645..766,289    ,645      ,=>,gene      
BD_RS03730       ,765,645..766,289    ,645      ,=>,CDS       
BD_RS03735       ,766,293..767,603    ,1311     ,<=,gene      
BD_RS03735       ,766,293..767,603    ,1311     ,<=,CDS       
BD_RS03740       ,767,874..768,557    ,684      ,=>,gene      
BD_RS03740       ,767,874..768,557    ,684      ,=>,CDS       
BD_RS03745       ,768,601..770,307    ,1707     ,=>,gene      
BD_RS03745       ,768,601..770,307    ,1707     ,=>,CDS       
BD_RS03750       ,770,307..771,467    ,1161     ,=>,gene      
BD_RS03750       ,770,307..771,467    ,1161     ,=>,CDS       
BD_RS03755       ,771,464..772,249    ,786      ,=>,gene      
BD_RS03755       ,771,464..772,249    ,786      ,=>,CDS       
BD_RS03760       ,772,246..773,613    ,1368     ,<=,gene      
BD_RS03760       ,772,246..773,613    ,1368     ,<=,CDS       
BD_RS03765       ,773,734..774,477    ,744      ,<=,gene      
BD_RS03765       ,773,734..774,477    ,744      ,<=,CDS       
BD_RS03770       ,774,474..775,217    ,744      ,<=,gene      
BD_RS03770       ,774,474..775,217    ,744      ,<=,CDS       
BD_RS03775       ,775,217..776,005    ,789      ,<=,gene      
BD_RS03775       ,775,217..776,005    ,789      ,<=,CDS       
BD_RS03780       ,776,091..776,513    ,423      ,=>,gene      
BD_RS03780       ,776,091..776,513    ,423      ,=>,CDS       
BD_RS03785       ,776,594..777,097    ,504      ,=>,gene      
BD_RS03785       ,776,594..777,097    ,504      ,=>,CDS       
BD_RS03790       ,777,101..777,823    ,723      ,=>,gene      
BD_RS03790       ,777,101..777,823    ,723      ,=>,CDS       
BD_RS03795       ,777,837..778,637    ,801      ,=>,gene      
BD_RS03795       ,777,837..778,637    ,801      ,=>,CDS       
BD_RS03800       ,778,634..780,223    ,1590     ,=>,gene      
BD_RS03800       ,778,634..780,223    ,1590     ,=>,CDS       
BD_RS03805       ,780,227..783,427    ,3201     ,=>,gene      
BD_RS03805       ,780,227..783,427    ,3201     ,=>,CDS       
BD_RS03810       ,783,427..784,272    ,846      ,=>,gene      
BD_RS03810       ,783,427..784,272    ,846      ,=>,CDS       
BD_RS18240       ,784,316..784,603    ,288      ,=>,gene      
BD_RS18240       ,784,316..784,603    ,288      ,=>,CDS       
BD_RS03820       ,784,678..786,723    ,2046     ,=>,gene      
BD_RS03820       ,784,678..786,723    ,2046     ,=>,CDS       
BD_RS03825       ,786,779..787,417    ,639      ,=>,gene      
BD_RS03825       ,786,779..787,417    ,639      ,=>,CDS       
BD_RS03830       ,787,430..787,906    ,477      ,=>,gene      
BD_RS03830       ,787,430..787,906    ,477      ,=>,CDS       
BD_RS03835       ,787,906..788,496    ,591      ,=>,gene      
BD_RS03835       ,787,906..788,496    ,591      ,=>,CDS       
lptC             ,788,614..789,630    ,1017     ,=>,gene      
lptC             ,788,614..789,630    ,1017     ,=>,CDS       
lptB             ,789,627..790,349    ,723      ,=>,gene      
lptB             ,789,627..790,349    ,723      ,=>,CDS       
rpoN             ,790,410..791,828    ,1419     ,=>,gene      
rpoN             ,790,410..791,828    ,1419     ,=>,CDS       
BD_RS03855       ,792,229..792,984    ,756      ,=>,gene      
BD_RS03855       ,792,229..792,984    ,756      ,=>,CDS       
BD_RS03860       ,793,048..793,545    ,498      ,=>,gene      
BD_RS03860       ,793,048..793,545    ,498      ,=>,CDS       
BD_RS03865       ,793,550..794,113    ,564      ,=>,gene      
BD_RS03865       ,793,550..794,113    ,564      ,=>,CDS       
BD_RS03870       ,794,200..794,679    ,480      ,=>,gene      
BD_RS03870       ,794,200..794,679    ,480      ,=>,CDS       
raiA             ,794,773..795,123    ,351      ,=>,gene      
raiA             ,794,773..795,123    ,351      ,=>,CDS       
BD_RS03880       ,795,200..795,805    ,606      ,=>,gene      
BD_RS03880       ,795,200..795,805    ,606      ,=>,CDS       
BD_RS03885       ,795,930..797,093    ,1164     ,=>,gene      
BD_RS03885       ,795,930..797,093    ,1164     ,=>,CDS       
lepA             ,797,167..798,966    ,1800     ,=>,gene      
lepA             ,797,167..798,966    ,1800     ,=>,CDS       
lepB             ,798,977..799,765    ,789      ,=>,gene      
lepB             ,798,977..799,765    ,789      ,=>,CDS       
lepB             ,799,766..800,473    ,708      ,=>,gene      
lepB             ,799,766..800,473    ,708      ,=>,CDS       
lepB             ,800,550..801,224    ,675      ,=>,gene      
lepB             ,800,550..801,224    ,675      ,=>,CDS       
BD_RS03910       ,801,260..802,162    ,903      ,=>,gene      
BD_RS03910       ,801,260..802,162    ,903      ,=>,CDS       
carA             ,802,177..803,226    ,1050     ,=>,gene      
carA             ,802,177..803,226    ,1050     ,=>,CDS       
BD_RS03920       ,803,223..803,891    ,669      ,=>,gene      
BD_RS03920       ,803,223..803,891    ,669      ,=>,CDS       
carB             ,803,907..807,101    ,3195     ,=>,gene      
carB             ,803,907..807,101    ,3195     ,=>,CDS       
phnD             ,807,098..807,988    ,891      ,=>,gene      
phnD             ,807,098..807,988    ,891      ,=>,CDS       
BD_RS03935       ,807,995..808,738    ,744      ,=>,gene      
BD_RS03935       ,807,995..808,738    ,744      ,=>,CDS       
BD_RS03940       ,808,773..809,501    ,729      ,=>,gene      
BD_RS03940       ,808,773..809,501    ,729      ,=>,CDS       
BD_RS03945       ,809,494..810,282    ,789      ,=>,gene      
BD_RS03945       ,809,494..810,282    ,789      ,=>,CDS       
pilM             ,810,453..811,508    ,1056     ,=>,gene      
pilM             ,810,453..811,508    ,1056     ,=>,CDS       
BD_RS03955       ,811,505..812,116    ,612      ,=>,gene      
BD_RS03955       ,811,505..812,116    ,612      ,=>,CDS       
pilO             ,812,109..812,702    ,594      ,=>,gene      
pilO             ,812,109..812,702    ,594      ,=>,CDS       
BD_RS03965       ,812,735..813,382    ,648      ,=>,gene      
BD_RS03965       ,812,735..813,382    ,648      ,=>,CDS       
pilQ             ,813,442..815,586    ,2145     ,=>,gene      
pilQ             ,813,442..815,586    ,2145     ,=>,CDS       
BD_RS03975       ,815,599..816,204    ,606      ,=>,gene      
BD_RS03975       ,815,599..816,204    ,606      ,=>,CDS       
BD_RS03980       ,816,310..816,549    ,240      ,=>,gene      
BD_RS03980       ,816,310..816,549    ,240      ,=>,CDS       
BD_RS03985       ,816,585..817,898    ,1314     ,=>,gene      
BD_RS03985       ,816,585..817,898    ,1314     ,=>,CDS       
BD_RS03990       ,818,027..818,332    ,306      ,<=,gene      
BD_RS03990       ,818,027..818,332    ,306      ,<=,CDS       
BD_RS03995       ,818,559..819,074    ,516      ,=>,gene      
BD_RS03995       ,818,559..819,074    ,516      ,=>,CDS       
BD_RS04000       ,819,230..819,305    ,76       ,=>,gene      
BD_RS04000       ,819,230..819,305    ,76       ,=>,tRNA      
BD_RS04005       ,819,576..821,089    ,1514     ,=>,gene      
BD_RS04005       ,819,576..821,089    ,1514     ,=>,rRNA      
BD_RS04010       ,821,232..821,308    ,77       ,=>,gene      
BD_RS04010       ,821,232..821,308    ,77       ,=>,tRNA      
BD_RS04015       ,821,422..824,362    ,2941     ,=>,gene      
BD_RS04015       ,821,422..824,362    ,2941     ,=>,rRNA      
rrf              ,824,618..824,734    ,117      ,=>,gene      
rrf              ,824,618..824,734    ,117      ,=>,rRNA      
BD_RS04025       ,824,874..825,887    ,1014     ,<=,gene      
BD_RS04025       ,824,874..825,887    ,1014     ,<=,CDS       
BD_RS04030       ,826,055..826,609    ,555      ,<=,gene      
BD_RS04030       ,826,055..826,609    ,555      ,<=,CDS       
BD_RS04035       ,826,948..828,060    ,1113     ,=>,gene      
BD_RS04035       ,826,948..828,060    ,1113     ,=>,CDS       
BD_RS04040       ,828,327..829,010    ,684      ,=>,gene      
BD_RS04040       ,828,327..829,010    ,684      ,=>,CDS       
BD_RS04045       ,829,389..831,125    ,1737     ,=>,gene      
BD_RS04045       ,829,389..831,125    ,1737     ,=>,CDS       
BD_RS04050       ,831,144..831,764    ,621      ,=>,gene      
BD_RS04050       ,831,144..831,764    ,621      ,=>,CDS       
BD_RS04055       ,831,842..832,276    ,435      ,=>,gene      
BD_RS04055       ,831,842..832,276    ,435      ,=>,CDS       
BD_RS04060       ,832,285..832,773    ,489      ,=>,gene      
BD_RS04060       ,832,285..832,773    ,489      ,=>,CDS       
BD_RS04065       ,832,770..833,078    ,309      ,=>,gene      
BD_RS04065       ,832,770..833,078    ,309      ,=>,CDS       
BD_RS04070       ,833,136..834,242    ,1107     ,<=,gene      
BD_RS04070       ,833,136..834,242    ,1107     ,<=,CDS       
BD_RS04075       ,834,489..837,935    ,3447     ,=>,gene      
BD_RS04075       ,834,489..837,935    ,3447     ,=>,CDS       
BD_RS04080       ,837,972..838,286    ,315      ,=>,gene      
BD_RS04080       ,837,972..838,286    ,315      ,=>,CDS       
BD_RS04085       ,838,449..839,909    ,1461     ,=>,gene      
BD_RS04085       ,838,449..839,909    ,1461     ,=>,CDS       
BD_RS04090       ,840,030..841,307    ,1278     ,=>,gene      
BD_RS04090       ,840,030..841,307    ,1278     ,=>,CDS       
BD_RS04095       ,841,309..844,407    ,3099     ,=>,gene      
BD_RS04095       ,841,309..844,407    ,3099     ,=>,CDS       
BD_RS04100       ,844,470..844,832    ,363      ,=>,gene      
BD_RS04100       ,844,470..844,832    ,363      ,=>,CDS       
BD_RS04105       ,844,836..845,708    ,873      ,<=,gene      
BD_RS04105       ,844,836..845,708    ,873      ,<=,CDS       
BD_RS04110       ,845,887..846,192    ,306      ,=>,gene      
BD_RS04110       ,845,887..846,192    ,306      ,=>,CDS       
BD_RS04115       ,846,360..846,707    ,348      ,=>,gene      
BD_RS04115       ,846,360..846,707    ,348      ,=>,CDS       
BD_RS04120       ,846,718..847,281    ,564      ,=>,gene      
BD_RS04120       ,846,718..847,281    ,564      ,=>,CDS       
BD_RS04125       ,847,337..849,253    ,1917     ,<=,gene      
BD_RS04125       ,847,337..849,253    ,1917     ,<=,CDS       
BD_RS04130       ,849,253..849,702    ,450      ,<=,gene      
BD_RS04130       ,849,253..849,702    ,450      ,<=,CDS       
BD_RS04135       ,849,849..850,748    ,900      ,<=,gene      
BD_RS04135       ,849,849..850,748    ,900      ,<=,CDS       
BD_RS04140       ,850,834..851,943    ,1110     ,=>,gene      
BD_RS04140       ,850,834..851,943    ,1110     ,=>,CDS       
fghA             ,851,966..852,790    ,825      ,=>,gene      
fghA             ,851,966..852,790    ,825      ,=>,CDS       
BD_RS04150       ,852,831..853,877    ,1047     ,<=,gene      
BD_RS04150       ,852,831..853,877    ,1047     ,<=,CDS       
BD_RS04155       ,854,098..855,240    ,1143     ,=>,gene      
BD_RS04155       ,854,098..855,240    ,1143     ,=>,CDS       
BD_RS04160       ,855,256..856,155    ,900      ,=>,gene      
BD_RS04160       ,855,256..856,155    ,900      ,=>,CDS       
BD_RS04165       ,856,537..857,406    ,870      ,=>,gene      
BD_RS04165       ,856,537..857,406    ,870      ,=>,CDS       
BD_RS04170       ,857,411..858,499    ,1089     ,<=,gene      
BD_RS04170       ,857,411..858,499    ,1089     ,<=,CDS       
BD_RS04175       ,858,511..859,761    ,1251     ,<=,gene      
BD_RS04175       ,858,511..859,761    ,1251     ,<=,CDS       
BD_RS04180       ,859,895..860,299    ,405      ,=>,gene      
BD_RS04180       ,859,895..860,299    ,405      ,=>,CDS       
BD_RS04185       ,860,329..860,634    ,306      ,=>,gene      
BD_RS04185       ,860,329..860,634    ,306      ,=>,CDS       
BD_RS04190       ,860,637..861,191    ,555      ,<=,gene      
BD_RS04190       ,860,637..861,191    ,555      ,<=,CDS       
BD_RS04195       ,861,248..861,682    ,435      ,=>,gene      
BD_RS04195       ,861,248..861,682    ,435      ,=>,CDS       
BD_RS04200       ,861,695..862,396    ,702      ,=>,gene      
BD_RS04200       ,861,695..862,396    ,702      ,=>,CDS       
BD_RS04205       ,862,400..863,116    ,717      ,=>,gene      
BD_RS04205       ,862,400..863,116    ,717      ,=>,CDS       
BD_RS04210       ,863,207..864,424    ,1218     ,=>,gene      
BD_RS04210       ,863,207..864,424    ,1218     ,=>,CDS       
BD_RS04215       ,864,440..866,944    ,2505     ,<=,gene      
BD_RS04215       ,864,440..866,944    ,2505     ,<=,CDS       
BD_RS18150       ,867,146..867,373    ,228      ,<=,gene      
BD_RS18150       ,867,146..867,373    ,228      ,<=,CDS       
BD_RS04225       ,867,747..868,505    ,759      ,=>,gene      
BD_RS04225       ,867,747..868,505    ,759      ,=>,CDS       
BD_RS04230       ,868,516..870,993    ,2478     ,=>,gene      
BD_RS04230       ,868,516..870,993    ,2478     ,=>,CDS       
BD_RS04235       ,871,050..871,511    ,462      ,=>,gene      
BD_RS04235       ,871,050..871,511    ,462      ,=>,CDS       
BD_RS04240       ,871,569..871,907    ,339      ,=>,gene      
BD_RS04240       ,871,569..871,907    ,339      ,=>,CDS       
BD_RS04245       ,871,921..872,397    ,477      ,<=,gene      
BD_RS04245       ,871,921..872,397    ,477      ,<=,CDS       
BD_RS18155       ,872,416..873,306    ,891      ,<=,gene      
BD_RS18155       ,872,416..873,306    ,891      ,<=,CDS       
BD_RS04255       ,873,452..874,903    ,1452     ,=>,gene      
BD_RS04255       ,873,452..874,903    ,1452     ,=>,CDS       
BD_RS04260       ,875,009..877,567    ,2559     ,=>,gene      
BD_RS04260       ,875,009..877,567    ,2559     ,=>,CDS       
BD_RS04265       ,877,599..877,880    ,282      ,<=,gene      
BD_RS04265       ,877,599..877,880    ,282      ,<=,CDS       
BD_RS04270       ,877,900..879,117    ,1218     ,<=,gene      
BD_RS04270       ,877,900..879,117    ,1218     ,<=,CDS       
BD_RS04275       ,879,305..880,564    ,1260     ,=>,gene      
BD_RS04275       ,879,305..880,564    ,1260     ,=>,CDS       
BD_RS04280       ,880,705..881,712    ,1008     ,=>,gene      
BD_RS04280       ,880,705..881,712    ,1008     ,=>,CDS       
BD_RS04285       ,881,798..882,436    ,639      ,<=,gene      
BD_RS04285       ,881,798..882,436    ,639      ,<=,CDS       
BD_RS04290       ,882,503..883,252    ,750      ,<=,gene      
BD_RS04290       ,882,503..883,252    ,750      ,<=,CDS       
BD_RS04295       ,883,432..884,352    ,921      ,=>,gene      
BD_RS04295       ,883,432..884,352    ,921      ,=>,CDS       
BD_RS04300       ,884,839..885,936    ,1098     ,=>,gene      
BD_RS04300       ,884,839..885,936    ,1098     ,=>,CDS       
BD_RS04305       ,885,943..886,986    ,1044     ,<=,gene      
BD_RS04305       ,885,943..886,986    ,1044     ,<=,CDS       
BD_RS04310       ,887,136..887,879    ,744      ,<=,gene      
BD_RS04310       ,887,136..887,879    ,744      ,<=,CDS       
BD_RS04315       ,887,990..888,181    ,192      ,<=,gene      
BD_RS04315       ,887,990..888,181    ,192      ,<=,CDS       
BD_RS04320       ,888,310..888,386    ,77       ,<=,gene      
BD_RS04320       ,888,310..888,386    ,77       ,<=,tRNA      
BD_RS04325       ,888,469..889,131    ,663      ,=>,gene      
BD_RS04325       ,888,469..889,131    ,663      ,=>,CDS       
BD_RS04330       ,889,128..889,334    ,207      ,<=,gene      
BD_RS04330       ,889,128..889,334    ,207      ,<=,CDS       
BD_RS04335       ,889,519..889,872    ,354      ,=>,gene      
BD_RS04335       ,889,519..889,872    ,354      ,=>,CDS       
rpsR             ,889,949..890,218    ,270      ,<=,gene      
rpsR             ,889,949..890,218    ,270      ,<=,CDS       
rpmB             ,890,412..890,699    ,288      ,=>,gene      
rpmB             ,890,412..890,699    ,288      ,=>,CDS       
